,agglomerative_clustering_c2,agglomerative_clustering_c3,agglomerative_clustering_c4,birch_c2,birch_c3,birch_c4,kmeans_c2,kmeans_c3,kmeans_c4,minibatch_kmeans_c2,minibatch_kmeans_c3,minibatch_kmeans_c4,spectral_clustering_c2,spectral_clustering_c3,spectral_clustering_c4,mean_shift,dbscan,optics,suspected_bot
FordFairlane,1,1,0,0,2,2,1,1,1,1,0,3,0,0,0,0,0,-1,-1
fj_full,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
FckUrZZZ,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
eternity1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Elijabaley,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Dybalaa330,0,0,1,1,0,3,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Karletto,0,0,1,1,0,1,1,1,2,1,1,3,0,0,0,0,0,-1,-1
Karkasiano,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
KarKar112,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Kanta9,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
Kamsuper,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,27,-1
kamehame-,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,63,-1
KalachNiko,0,2,2,1,0,1,0,0,2,0,2,0,1,0,0,0,0,-1,-1
Kakirabu,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Kakarot-sama,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Kajawizalaya,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
Kaiser-kev,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
kais711,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,16,-1
kaderbess,0,0,1,1,0,1,0,0,2,0,2,3,0,0,0,0,0,0,-1
KaAlexTichat,0,0,3,0,2,2,0,2,3,0,2,2,1,0,0,1,0,68,-1
K4fk4,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
K-toc,1,1,0,0,1,0,1,2,1,1,0,1,0,0,0,0,-1,-1,-1
J_N_C,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
JVTKCLQ,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
IBetForYou,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
Inevor,1,1,0,1,0,1,1,1,0,1,0,3,0,0,0,0,0,24,-1
j6q7noooy,0,0,1,0,1,0,1,1,0,1,0,3,0,0,0,0,0,-1,-1
Thomas.30,0,0,1,1,0,1,1,0,2,1,1,3,0,0,0,0,0,33,-1
cedeu892,0,0,3,0,2,2,0,2,3,0,2,2,1,0,0,0,0,-1,-1
CavaSwiinger,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Tiin-Tiin77,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
TIGRE306,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,51,-1
tigergignac,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,44,-1
Tieryallwina,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,-1,-1
TickTock,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Tibtib77,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,44,-1
Tiago1000,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
ThyTime,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,22,-1
Thy77,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Thoubzy4,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,17,-1
Thombendz,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,3,-1
Thierry-raz,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,62,-1
jamesauce87,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Thiboss87,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Thibaeus03,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
thesultanos,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Theo49FR,0,0,1,0,1,0,1,1,1,1,1,3,0,0,0,0,0,-1,-1
Theo160115,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Payolocr7,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
kILtheshark,0,0,1,0,1,0,1,1,2,1,1,3,0,0,0,0,0,-1,-1
Dogon72700,0,0,1,0,1,0,1,1,0,1,0,3,0,0,0,0,0,-1,-1
Kevange11360,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
KarmaIsMyDog,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,48,-1
julitron,0,0,1,1,0,1,0,0,2,0,2,3,0,0,0,0,0,0,-1
jorgeYmaria,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Jesus_klk2,0,2,2,1,0,1,0,0,2,0,2,0,1,0,0,0,0,58,-1
Roxybidiby,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
ROYOPOKERAS,0,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,-1,-1
Ruchaud34877,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,14,-1
Khalko,0,0,3,1,0,1,0,2,3,0,2,2,1,0,3,1,0,-1,-1
Jackpop,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Jackpirat,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,-1,-1,-1
soportemundo,0,2,2,1,0,1,0,2,3,0,2,2,1,0,3,1,-1,-1,-1
Sopkhili,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
soparla07,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
SonuPower,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Solrac_17,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
solizee,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,43,-1
SolidNiko159,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
sogoku,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
snupaz,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
snoot,1,1,0,0,1,0,0,1,1,1,1,3,0,0,0,0,0,-1,-1
Snookysou18,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Snive,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
Snek13,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
snake5959,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,48,-1
snail19794,0,0,1,1,0,1,0,0,2,0,2,3,0,0,0,0,0,0,-1
SmokerTM,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,49,-1
Smartou66633,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Smab77,0,2,2,1,0,3,0,0,2,0,2,0,1,0,0,0,0,-1,-1
laacas1116,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
LA123,0,0,1,1,0,3,0,0,2,0,1,3,0,0,0,0,0,4,-1
LA-MABE,0,0,3,1,0,1,0,2,3,0,2,2,1,0,3,1,0,-1,-1
L1TTLEB1G,0,0,1,1,0,1,1,1,2,1,1,3,0,0,0,0,0,-1,-1
Kwet31,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,10,-1
Kwam444,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,26,-1
Kwaki62,0,2,2,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
kvoth3,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
kurt08,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
JAcKPOTimE,1,1,0,1,0,1,1,1,0,1,0,3,0,0,0,0,0,24,-1
Jacky9292,0,0,1,1,0,1,1,0,2,1,1,3,0,0,0,0,0,-1,-1
Jack_glAss,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,57,-1
IceZek,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Inconnu57,0,2,2,1,0,1,0,0,2,0,2,0,1,0,0,0,0,58,-1
Incapaz,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
ImPulsark,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
ImLividBuddy,0,0,3,0,2,2,1,2,1,1,0,2,0,0,0,0,0,-1,-1
Imlahf,0,2,2,1,0,1,0,2,3,0,2,2,1,0,3,1,-1,-1,-1
imapickle,0,0,1,1,0,3,0,0,2,0,1,0,1,0,0,0,0,53,-1
IIlIlIlIlII,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
IIIIAIIAIIII,0,2,2,1,0,1,0,2,3,0,2,2,1,0,0,0,0,-1,-1
II00O00II,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Ignaciox23,0,2,2,1,0,1,0,2,3,0,2,2,1,0,3,1,0,-1,-1
idrissou,0,0,1,1,0,1,0,0,2,0,2,0,1,0,0,0,0,-1,-1
IDIVARA,1,1,0,1,0,3,1,1,2,1,1,3,0,0,0,0,0,-1,-1
Id-.-bI,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
IceCash13,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
Jacobauto,0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,0,0,-1,-1
Ibonels,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
James2bb,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
jamba007,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,-1,-1,-1
Jamaidas,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
JaimeManuelR,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
jaimeGUT,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,37,-1
Jaime8812,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
jai.le.10,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,61,-1
JahRastaFR,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Jaguario,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Jagger08,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Jafar1999,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,5,-1
Jade1007,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
Kuper80,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,59,-1
kro.64,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Krispat,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
killthefish1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
stuyck14,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
StrlngerBell,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
StormCiio,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
stifler2A,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,9,-1
stevo.b,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,45,-1
Steve54550,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,31,-1
Stermetus,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
stellartuaz,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
stdole,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,42,-1
statham16,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,15,-1
StaRmAlgReMe,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Stakys,0,0,3,0,2,2,0,2,3,0,2,2,0,0,0,0,0,-1,-1
killvoice,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,41,-1
Killler35,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,57,-1
Suaterna207,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Killianscal,0,2,2,1,0,1,0,2,3,0,2,2,1,0,3,1,0,-1,-1
KillerAnonym,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,18,-1
KILLCHON,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
kiljor,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Kiki57974,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,23,-1
Kiki152802,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
kikekik,0,0,1,1,0,3,1,0,2,1,1,3,0,0,0,0,0,-1,-1
Kijevokotlet,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,10,-1
KiiiCKAass,0,0,1,1,0,1,0,2,3,0,2,3,0,0,0,0,0,-1,-1
KidDaangeRr,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
kickass10,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
KibbleHunter,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,49,-1
Khalo37100,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
STV04,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Subglobosa,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,30,-1
krimbow,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Bfy.71,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Krayn8,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,1,-1
KRaull,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,16,-1
Kramaric,0,0,1,0,1,0,1,2,1,1,0,3,0,0,0,0,0,-1,-1
koussi-56,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,18,-1
KosLoh34,0,2,2,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
Korona-virus,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Korobala,0,0,1,1,0,1,1,1,2,1,1,3,0,0,0,0,0,-1,-1
BigBang760,0,0,1,1,0,1,0,2,2,0,2,3,0,0,0,0,0,52,-1
Bibou343434,0,0,1,1,0,1,1,0,2,1,1,3,0,0,0,0,0,-1,-1
Bibard00713-,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
bia89,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
bhb13,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,8,-1
BGPL30,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Bevakacha26,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
SULTAN19831,0,0,1,1,0,1,0,2,3,0,2,3,0,0,0,0,0,-1,-1
BetonSec,0,0,3,0,2,2,0,2,3,0,2,2,1,0,0,1,0,68,-1
Bet4Fold,0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,0,0,-1,-1
BESOINDOSEIL,0,0,1,1,0,3,0,0,2,1,1,3,0,0,0,0,0,-1,-1
Bertixxx,0,2,2,1,0,1,0,0,3,0,2,0,1,0,3,1,-1,-1,-1
Berkamp35,0,2,2,1,0,1,0,0,2,0,2,0,1,0,0,0,-1,-1,-1
ben_dover,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Benoidekoko,1,1,0,0,1,0,1,2,1,1,0,3,0,0,0,0,-1,-1,-1
Bennj69,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,-1,-1,-1
benitouine,0,0,1,1,0,1,0,2,1,0,2,3,0,0,0,0,0,-1,-1
Benitoo2922,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,51,-1
Sunkaya,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Sunji15,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
summer30,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,49,-1
Just_Ship_It,0,2,2,1,0,1,0,2,3,0,2,2,1,0,0,0,0,-1,-1
Justi84,0,0,1,1,0,1,0,2,2,0,2,3,0,0,0,0,0,-1,-1
Justelis13,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
jhonny43,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
guestone,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
guena14,0,0,1,1,0,1,1,1,1,1,1,3,0,0,0,0,0,35,-1
grofud,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,-1,-1
groBerKraK,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,20,-1
Grizzly54280,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,3,-1
Grine97,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Grindersup,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,64,-1
Grimbert,0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,0,0,-1,-1
GridouPokPok,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Greniervic,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,3,-1
gregousss,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,-1,-1,-1
GreenSellas,0,0,1,1,0,1,1,1,1,1,1,3,0,0,0,0,0,-1,-1
Greenlaw,1,1,0,1,0,1,1,1,0,1,1,3,0,0,0,0,0,-1,-1
gratinio31,0,0,1,1,0,1,1,1,2,1,1,3,0,0,0,0,0,33,-1
gratemashark,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,43,-1
grand-jeu,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,3,-1,-1,-1
Gr33kFreak,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
TurbaMax,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
TrytoGrind53,0,0,1,0,1,0,0,2,1,0,2,3,0,0,0,0,0,-1,-1
TryBanKier,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
truthteller3,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Tronkity,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
trapines,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
Trapi82,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Traktorist,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Tprayce,0,0,1,1,0,3,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Tounsi92ii,0,0,1,1,0,1,0,2,3,0,2,3,0,0,0,0,0,-1,-1
touleron,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Totu82,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,3,-1
Guigui8549,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
Guillaume762,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
guilleume44,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
RapaceChove,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,8,-1
Jezza19,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,1,-1
jetepard0nne,0,0,3,0,2,2,0,2,3,0,2,2,1,2,1,1,-1,-1,-1
RealGangster,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Rdvds86,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
rcjazzouille,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,31,-1
Raza82400,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,6,-1
Raynaaldo,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,38,-1
Rayan94000,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
RATTs,0,2,2,1,0,1,0,2,3,0,2,2,1,0,3,1,0,-1,-1
Ratchon49,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
rasko22,0,0,1,1,0,1,0,2,3,0,2,3,0,0,0,0,0,-1,-1
raski19855,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
Raqchi,0,0,1,1,0,1,1,1,1,1,1,3,0,0,0,0,0,-1,-1
Rany,0,0,3,0,2,2,0,2,3,0,2,2,1,0,0,0,0,68,-1
gungors,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,-1,-1,-1
Ramonelsimio,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
RAIsE_K-P,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Raina2019,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,46,-1
RaigersXZ,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,46,-1
Raichou974,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,47,-1
rafi1964,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
RaffikiTM,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,18,-1
R1ckySpan1sh,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,16,-1
R.Neverbluff,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
R.DesIles,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,60,-1
guytare13,0,0,1,0,1,0,1,1,0,1,0,3,0,0,0,0,0,-1,-1
gutu47,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Guru300k,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Tottto78,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
totome74,0,0,1,1,0,3,0,0,2,0,1,3,0,0,0,0,0,4,-1
Totobedo1986,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
En0kp0kpr0n0,0,2,2,1,0,1,0,0,2,0,2,0,1,0,0,0,0,-1,-1
Louisls,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Losfloccos,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Lor-enzo59,0,2,2,1,0,1,0,0,2,0,2,0,1,0,0,0,-1,-1,-1
LooseGame,0,2,2,1,0,1,0,2,3,0,2,2,1,0,0,0,0,-1,-1
EternalKoru,0,0,1,0,1,0,1,2,1,1,2,3,0,0,0,0,0,-1,-1
Esclavi33,0,2,2,1,0,1,0,0,2,0,2,0,1,0,0,0,0,58,-1
Erwan2fof,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Eriz02,0,0,1,1,0,1,1,2,1,1,0,3,0,0,0,0,0,-1,-1
eriomra,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
ErFollo,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Enzoklf,0,2,2,1,0,1,0,2,3,0,2,0,1,0,0,0,0,-1,-1
Encore1fois,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
En33my,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,48,-1
el_lisensiao,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Louloi100,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
elzizzo,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Elsaisa,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
ElsaDanse,0,0,1,1,0,1,1,0,2,1,1,3,0,0,0,0,0,-1,-1
ElProspector,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
ElPoizon,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
elpingz,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,-1,-1
eloludo15,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Elnini69002,0,0,1,0,1,0,1,1,2,1,1,3,0,0,0,0,0,-1,-1
elmarocayn,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Ello66,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
elkitestrike,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,-1,-1
elisa06690,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Tango2Yankee,0,0,1,1,0,3,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Loulard28,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
Loulou26195,0,0,1,1,0,1,1,1,2,1,1,3,0,0,0,0,0,6,-1
Tosko,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Luffy13127,0,0,1,1,0,1,0,2,3,0,2,2,0,0,0,0,0,-1,-1
ToR_TanK,0,2,2,1,0,3,0,0,2,0,1,0,0,0,0,0,0,60,-1
TortuNinja,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,-1,-1,-1
Torpedo14,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
tony_55,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,-1,-1
TONYWINNER57,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,9,-1
tonyjoker06,0,0,1,1,0,1,0,0,1,0,1,3,0,0,0,0,0,35,-1
tonyegc,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Tony7659,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,53,-1
tontonchico,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
ToniMorato,0,0,3,0,2,2,1,1,1,1,0,1,0,0,0,3,-1,-1,-1
Tom_ben59,0,0,1,1,0,3,0,0,2,0,1,0,1,0,0,0,0,54,-1
